id,input,output
429.0,"Univariate analysis revealed that high IINS scores (IINS=2 or 3) had a significant influence on OS, with high hazard ratios (HR=2.093, 95% CI: 1.634–2.682, p<0.001).","[{'entity1': 'high IINS scores', 'relationship': 'influence', 'entity2': 'overall survival'}, {'entity1': 'high IINS scores', 'relationship': 'have', 'entity2': 'high hazard ratios'}]"
430.0,"In addition, age (HR=1.648, 95% CI: 1.062–2.558, p=0.026), ECOG PS (HR=5.252, 95% CI: 3.105–8.885,  p<0.001),  B  symptoms  (HR=1.941,  95%  CI:  1.316–2.862,  p<0.001),  primary  sites  (HR=1.952,  95%  CI: ","[{'entity1': 'age', 'relationship': 'influence', 'entity2': 'overall survival'}, {'entity1': 'ECOG PS', 'relationship': 'influence', 'entity2': 'overall survival'}, {'entity1': 'B symptoms', 'relationship': 'influence', 'entity2': 'overall survival'}, {'entity1': 'primary sites', 'relationship': 'influence', 'entity2': 'overall survival'}]"
431.0,"Insulin resistance (IR) is known to be characteristic of type 2 diabetes mellitus, and is regarded as an important mechanism in disease pathogenesis. One of the key pathogenetic mechanisms  of  IR  progression  is  impaired  free  fatty  acid  (FFA)  metabolism.  Plasminogen-activator inhibitor 1 (PAI-1) and key inflammation markers, ie, interleukin 6 (IL-6) and C-reactive protein (CRP), also play a role.","[{'entity1': 'Insulin resistance', 'relationship': 'characteristic', 'entity2': 'Type 2 diabetes mellitus'}, {'entity1': 'Insulin resistance', 'relationship': 'mechanism', 'entity2': 'disease pathogenesis'}, {'entity1': 'pathogenesis', 'relationship': 'progression', 'entity2': 'impaired free fatty acid metabolism'}, {'entity1': 'Plasminogen-activator inhibitor 1', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'Interleukin 6', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'C-reactive protein', 'relationship': 'role', 'entity2': 'Insulin resistance'}]"
432.0,"Among  proinflammatory  cytokines  contributing  to         IR  development,  the  role  of  interleukin  (IL)-6,  which  has         autocrine and paracrine properties and is involved in insulin         reception and free fatty acid (FFA) metabolism regulation,         has been extensively studied.","[{'entity1': 'Interleukin 6', 'relationship': 'contributing', 'entity2': 'Insulin resistance development'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'insulin reception'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'free fatty acid metabolism regulation'}]"
433.0,"Larger  points  suggested  a  higher  probability  of  death.  By  adding  the  scores  for  all  risk  factors,  we  could  calculate  the  survival  probability  of  patients  at  different  time  points.","[{'entity1': 'Larger points', 'relationship': 'suggested', 'entity2': 'higher probability of death'}]"
434.0,"We observed that IINS had a greater impact on OS than  ECOG  PS,  bone  marrow  involvement,  and  Ann  Arbor  stage.","[{'entity1': 'IINS', 'relationship': 'greater impact', 'entity2': 'Overall survival'}, {'entity1': 'IINS', 'relationship': 'greater impact', 'entity2': 'ECOG Performance Status'}, {'entity1': 'IINS', 'relationship': 'greater impact', 'entity2': 'bone marrow involvement'}, {'entity1': 'IINS', 'relationship': 'greater impact', 'entity2': 'Ann Arbor stage'}]"
435.0,"The C-index of the nomogram was 0.733 (95% CI: 0.684–0.781), which indicated better performance than that of the PINK, IPI, and KPI systems.","[{'entity1': 'nomogram', 'relationship': 'better performance', 'entity2': 'PINK system'}, {'entity1': 'nomogram', 'relationship': 'better performance', 'entity2': 'IPI system'}, {'entity1': 'nomogram', 'relationship': 'better performance', 'entity2': 'KPI system'}]"
436.0,"ENKTL,  as  a  haematological  malignancy  originating  from  mature  NK  cells  or  cytotoxic  T cells  (CTLs),  exhibits obvious  heterogeneity  in  clinical  manifestations  and  prognosis.","[{'entity1': 'ENKTL', 'relationship': 'originating from', 'entity2': 'mature NK cells'}, {'entity1': 'ENKTL', 'relationship': 'originating from', 'entity2': 'cytotoxic T cells'}, {'entity1': 'ENKTL', 'relationship': 'exhibits', 'entity2': 'heterogeneity in clinical manifestations and prognosis'}]"
437.0,"Although  patients  with  early-stage  ENKTL  exhibit a  good  prognosis  after  treatment  with  standard  radiotherapy  or  combination  chemotherapy,  patients  with  advanced disease  often  present  dismal  outcomes,  with  a  5-year  survival  rate  of  approximately  70%.","[{'entity1': 'patients with early-stage ENKTL', 'relationship': 'exhibit', 'entity2': 'a good prognosis after treatment with standard radiotherapy or combination chemotherapy'}, {'entity1': 'patients with advanced disease', 'relationship': 'present', 'entity2': 'dismal outcomes'}, {'entity1': 'patients with advanced disease', 'relationship': 'have', 'entity2': 'a 5-year survival rate of approximately 70%'}]"
438.0,"To  identify  patients’ prognostic  risks  more  accurately,  researchers  have  gradually explored  the  prognostic  value  of  the  PINK,  IPI  and  KPI prognostic  systems  in  ENKTL  patients.","[{'entity1': 'researchers', 'relationship': 'explored', 'entity2': 'the prognostic value of the PINK, IPI and KPI prognostic systems'}, {'entity1': 'PINK, IPI and KPI prognostic systems', 'relationship': 'in', 'entity2': 'ENKTL patients'}]"
439.0,"Previous studies have  demonstrated that systemic  inflammation  affects  the  occurrence  and  development  of  tumours  by  inducing  gene  mutations,  inhibiting  cell apoptosis, inducing angiogenesis, and activating abnormal inflammatory signalling pathways.","[{'entity1': 'systemic  inflammation', 'relationship': 'affects', 'entity2': 'the occurrence and development of tumours'}, {'entity1': 'systemic inflammation', 'relationship': 'by inducing', 'entity2': 'gene mutations'}, {'entity1': 'systemic inflammation', 'relationship': 'by inhibiting', 'entity2': 'cell apoptosis'}, {'entity1': 'systemic inflammation', 'relationship': 'by inducing', 'entity2': 'angiogenesis'}, {'entity1': 'systemic inflammation', 'relationship': 'by activating', 'entity2': 'abnormal inflammatory signalling pathways'}]"
440.0,"A growing number of studies  have  illustrated  the  diagnostic  and  prognostic  values  of  inflammatory  markers,  such  as  LMR,  NLR,  systemic immune-inflammatory index (SII) and prognostic nutritional index (PNI), in various cancers.","[{'entity1': 'studies', 'relationship': 'illustrated', 'entity2': 'the diagnostic and prognostic values of inflammatory markers'}, {'entity1': 'inflammatory markers', 'relationship': 'such as', 'entity2': 'LMR, NLR, systemic immune-inflammatory index (SII) and prognostic nutritional index (PNI)'}, {'entity1': 'inflammatory markers', 'relationship': 'in', 'entity2': 'various cancers'}]"
441.0,"Recently, a study found that the Glasgow Prognostic Score (GPS), an inflammation-based prognostic evaluation system comprising measures of C-reactive  protein  and  albumin,  showed  significant  prognostic  value  in  ENKTL.","[{'entity1': 'a study', 'relationship': 'found', 'entity2': 'the Glasgow Prognostic Score (GPS) showed significant prognostic value in ENKTL'}, {'entity1': 'Glasgow Prognostic Score (GPS)', 'relationship': 'comprising', 'entity2': 'measures of C-reactive protein and albumin'}, {'entity1': 'Glasgow Prognostic Score (GPS)', 'relationship': 'is', 'entity2': 'an inflammation-based prognostic evaluation system'}]"
442.0,ENKTL  is  a  distinct  subtype  of  non-Hodgkin’s  lymphoma  (NHL)  frequently characterized by prominent necrosis and inflammation.,"[{'entity1': 'ENKTL', 'relationship': 'is', 'entity2': 'a distinct subtype of non-Hodgkin’s lymphoma'}, {'entity1': 'ENKTL', 'relationship': 'characterized by', 'entity2': 'prominent necrosis and inflammation'}]"
443.0,"Particularly, due to its unique pathological features, ENKTL has  a  relatively  high  probability  of  haemophagocytic  lymphohistiocytosis  (HLH),  a  potentially  fatal  systemic inflammatory response syndrome caused by uncontrolled overactivation of lymphocytes and macrophages.","[{'entity1': 'ENKTL', 'relationship': 'due to', 'entity2': 'its unique pathological features'}, {'entity1': 'ENKTL', 'relationship': 'has', 'entity2': 'a relatively high probability of haemophagocytic lymphohistiocytosis (HLH)'}, {'entity1': 'haemophagocytic lymphohistiocytosis (HLH))', 'relationship': 'is', 'entity2': 'a potentially fatal systemic inflammatory response syndrome'}, {'entity1': 'haemophagocytic lymphohistiocytosis (HLH)', 'relationship': 'caused by', 'entity2': 'uncontrolled overactivation of lymphocytes and macrophages'}]"
444.0,"Therefore,  we  needed  to  explore  a  more  comprehensive  prognostic  system  that  could  reflect  the  inflammatory,  immune,  and nutritional status of patients to predict the survival of patients more accurately.","[{'entity1': 'we', 'relationship': 'needed to explore', 'entity2': 'a more comprehensive prognostic system'}, {'entity1': 'a more comprehensive prognostic system', 'relationship': 'could reflect', 'entity2': 'the inflammatory, immune, and nutritional status of patients'}, {'entity1': 'a more comprehensive prognostic system', 'relationship': 'to predict', 'entity2': 'the survival of patients more accurately'}]"
445.0,"Recently, the IINS score, which is derived from hs-CRP, ALB, and lymphocyte LYM, has been reported as a strong clinical prognostic indicator in hepatocellular carcinoma patients.","[{'entity1': 'IINS score', 'relationship': 'derived from', 'entity2': 'hs-CRP, ALB, and lymphocyte LYM'}, {'entity1': 'IINS score', 'relationship': 'reported as', 'entity2': 'a strong clinical prognostic indicator in hepatocellular carcinoma patients '}]"
446.0,"In  summary,  we  first  established  and  validated  a  new  nomogram  based  on  the  IINS  score  and  traditional  prognostic indicators and evaluated the prognostic value of the nomogram in ENKTL patients.","[{'entity1': 'IINS score', 'relationship': 'based', 'entity2': 'nomogram'}, {'entity1': 'nomogram', 'relationship': 'evaluated', 'entity2': 'prognostic value'}]"
447.0,Our findings suggest that IINS may act as a strong prognostic predictor in patients with ENKTL.,"[{'entity1': 'IINS', 'relationship': 'act as', 'entity2': 'prognostic predictor'}, {'entity1': 'IINS', 'relationship': 'predictor in', 'entity2': 'ENKTL patients'}]"
448.0,"Specifically, IINS combined with traditional prognostic factors presents better  prognostic  performance  than  PINK,  IPI,  and  KPI,  possibly  providing  an  easy  way  to  identify  patients  with  a  poor prognosis and an opportunity to guide treatment and follow-up strategies to improve the outcomes of ENKTL patients.","[{'entity1': 'IINS', 'relationship': 'combined with', 'entity2': 'traditional prognostic factors'}, {'entity1': 'IINS combined with traditional prognostic factors', 'relationship': 'presents', 'entity2': 'better prognostic performance'}, {'entity1': 'IINS', 'relationship': 'providing', 'entity2': 'way to identify patients with poor prognosis'}, {'entity1': 'IINS', 'relationship': 'opportunity', 'entity2': 'guide treatment and follow-up strategies'}]"
449.0,This  study  was  supported  by  the  Ethics  Committee  of  Sun  Yat-sen  University  Cancer  Center  (Ethics  approval  number: B202353601) and complied with the Declaration of Helsinki.,"[{'entity1': 'This study', 'relationship': 'supported by', 'entity2': 'Ethics Committee of Sun Yat-sen University Cancer Center'}, {'entity1': 'This study', 'relationship': 'complied with', 'entity2': 'Declaration of Helsinki'}]"
450.0,We thank all patients and clinical staff who participated in the study.,"[{'entity1': 'patients', 'relationship': 'participated in', 'entity2': 'the study'}, {'entity1': 'clinical staff', 'relationship': 'participated in', 'entity2': 'the study'}]"
451.0,"Qi S-N, Xu LM, Yuan ZY, et al. Effect of primary tumor invasion on treatment and survival in extranodal nasal-type NK/T-cell lymphoma in the modern  chemotherapy  era:  a  multicenter  study  from  the  China  Lymphoma  Collaborative  Group  (CLCG).  Leukemia  Lymphoma.  2019;60 (11):2669–2678. doi:10.1080/10428194.2019.1602265",[]
452.0,"Yamaguchi M, Suzuki R, Oguchi M, et al. Treatments and outcomes of patients with extranodal natural killer/T-cell lymphoma diagnosed between 2000 and 2013: a cooperative study in Japan. J Clin Oncol. 2017;35(1):32–39. doi:10.1200/jco.2016.68.1619",[]
453.0,"Wan  L,  Wu  C,  Luo  S,  et  al.  Prognostic  value  of  Lymphocyte-to-Monocyte  Ratio  (LMR)  in  cancer  patients  undergoing  immune  checkpoint inhibitors. Dis Markers. 2022;2022:3610038. doi:10.1155/2022/3610038","[{'entity1': 'Lymphocyte-to-Monocyte Ratio', 'relationship': 'Prognostic value', 'entity2': 'cancer patients undergoing immune checkpoint inhibitors'}]"
454.0,"Gawinski C, Holdakowska A, Wyrwicz L. Correlation between Lymphocyte-to-Monocyte Ratio (LMR), Neutrophil-to-Lymphocyte Ratio (NLR), Platelet-to-Lymphocyte Ratio (PLR) and Extramural Vascular Invasion (EMVI) in locally advanced rectal cancer. Curr Oncol. 2022;30(1):545–558. doi:10.3390/curroncol30010043","[{'entity1': 'Lymphocyte-to-Monocyte Ratio', 'relationship': 'Correlation', 'entity2': 'Extramural Vascular Invasion in locally advanced rectal cancer'}, {'entity1': 'Neutrophil-to-Lymphocyte Ratio', 'relationship': 'Correlation', 'entity2': 'Extramural Vascular Invasion in locally advanced rectal cancer'}, {'entity1': 'Platelet-to-Lymphocyte Ratio', 'relationship': 'Correlation', 'entity2': 'Extramural Vascular Invasion in locally advanced rectal cancer'}]"
455.0,"Ding P, Guo H, Sun C, et al. Combined systemic immune-inflammatory index (SII) and prognostic nutritional index (PNI) predicts chemotherapy response  and  prognosis  in  locally  advanced  gastric  cancer  patients  receiving  neoadjuvant  chemotherapy  with  PD-1  antibody  sintilimab  and XELOX: a prospective study. BMC Gastroenterol. 2022;22(1):121. doi:10.1186/s12876-022-02199-9","[{'entity1': 'systemic immune-inflammatory index', 'relationship': 'predicts', 'entity2': 'chemotherapy response and prognosis in locally advanced gastric cancer patients'}, {'entity1': 'prognostic nutritional index', 'relationship': 'predicts', 'entity2': 'chemotherapy response and prognosis in locally advanced gastric cancer patients'}]"
456.0,"Wang  HK,  Wei  Q,  Yang  YL,  et  al.  Clinical  usefulness  of  the  lymphocyte-to-monocyte  ratio  and  aggregate  index  of  systemic  inflammation  in patients with esophageal cancer: a retrospective cohort study. Cancer Cell Int. 2023;23(1):13. doi:10.1186/s12935-023-02856-3","[{'entity1': 'lymphocyte-to-monocyte ratio', 'relationship': 'Clinical usefulness', 'entity2': 'patients with esophageal cancer'}, {'entity1': 'aggregate index of systemic inflammation', 'relationship': 'Clinical usefulness', 'entity2': 'patients with esophageal cancer'}]"
457.0,"Li  Y-J,  Jiang  WQ,  Huang  JJ,  et  al.  The  Glasgow  Prognostic  Score  (GPS)  as  a  novel  and  significant  predictor  of  extranodal  natural  killer/T-cell lymphoma, nasal type. Am J Hematol. 2013;88(5):394–399. doi:10.1002/ajh.23422","[{'entity1': 'The Glasgow Prognostic Score', 'relationship': 'significant predictor', 'entity2': 'extranodal natural killer/T-cell lymphoma, nasal type'}]"
458.0,"Tse E, Fox CP, Glover A, et al. Extranodal natural killer/T-cell lymphoma: an overview on pathology and clinical management. Semin Hematol. 2022;59(4):198–209. doi:10.1053/j.seminhematol.2022.10.002",[]
459.0,"He Y, Gao Y, Ping L, et al. The emerging role of anti-PD-1 antibody-based regimens in the treatment of extranodal NK/T-cell lymphoma-associated hemophagocytic lymphohistiocytosis. J Cancer Res Clin Oncol. 2022. doi:10.1007/s00432-022-04147-2","[{'entity1': 'anti-PD-1 antibody-based regimens', 'relationship': 'emerging role', 'entity2': 'treatment of extranodal NK/T-cell lymphoma-associated hemophagocytic lymphohistiocytosis'}]"
460.0,"Currently, Cholecystitis cannot be definitively diagnosed through a single examination. Diagnosis relies primarily on a thorough medical history, symptoms, physical examination, and imaging findings.","[{'entity1': 'Cholecystitis', 'relationship': 'diagnosed', 'entity2': 'medical history, symptoms, physical examination and imaging findings'}]"
461.0,The gold standard for differentiating between acute and chronic cholecystitis is the use of pathologic findings from cholecystectomy.,"[{'entity1': 'pathologic findings from cholecystectomy', 'relationship': 'differentiating', 'entity2': 'acute and chronic cholecystitis'}]"
462.0,"While ultrasonography  is  commonly  used,  it  may  not  provide  conclusive  results  in  some  patients.","[{'entity1': 'ultrasonography', 'relationship': 'not provide conclusive results', 'entity2': 'some patients'}]"
463.0,"Computed tomography (CT)  has  its  limitations,  including  the  risk  of  false-positive  and  false-negative  diagnoses,  radiation exposure, and potential  nephrotoxic  effects  from  contrast  media.","[{'entity1': 'Computed tomography', 'relationship': 'limitations', 'entity2': 'false-positive diagnoses'}, {'entity1': 'Computed tomography', 'relationship': 'limitations', 'entity2': 'false-negative diagnoses'}, {'entity1': 'Computed tomography', 'relationship': 'risk', 'entity2': 'radiation exposure'}, {'entity1': 'contrast media', 'relationship': 'effects', 'entity2': 'potential nephrotoxic effects'}]"
464.0,"Magnetic resonance imaging (MRI)  is  accurate  in  differentiating ACC from CCC due to its superior soft-tissue contrast resolution,","[{'entity1': 'Magnetic resonance imaging', 'relationship': 'differentiating', 'entity2': 'acute calculus cholecystitis and chronic calculus cholecystitis'}]"
465.0,Tokyo Guidelines 2018 (TG18) is a  widely  accepted  standard  for  assessing  the  severity  of  ACC  using  scoring  systems.,"[{'entity1': 'Tokyo Guidelines 2018', 'relationship': 'assessing severity', 'entity2': 'acute calculus cholecystitis'}]"
466.0,white  blood  cell  (WBC)  count  and  leukocyte  subtype  cells  are  valuable indicators  for  predicting  the  inflammatory  process  in  acute  cholecystitis.,"[{'entity1': 'white blood cell count', 'relationship': 'indicators', 'entity2': 'predicting inflammatory process in acute cholecystitis'}, {'entity1': 'leukocyte subtype cells', 'relationship': 'indicators', 'entity2': 'predicting inflammatory process in acute cholecystitis'}]"
467.0,WBC  count  has  been  established  as  the primary biomarker for assessing the severity of cholecystitis.,"[{'entity1': 'WBC count', 'relationship': 'biomarker', 'entity2': 'assessing severity of cholecystitis'}]"
468.0,"Several  inflammatory  parameters  based  on  WBC  and  platelet  counts,  such  as  the  neutrophil-to-lymphocyte ratio  (NLR),  platelet-to-lymphocyte  ratio  (PLR),  systemic  immune-inflammation  index  (SII),  and  neutrophil-to- lymphocyte  platelet  ratio  (NLPR),  as  potential  valuable  indicators  in  assessing  the  inflammatory  process.","[{'entity1': 'neutrophil-to-lymphocyte ratio', 'relationship': 'indicators', 'entity2': 'assessing inflammatory process'}, {'entity1': 'platelet-to-lymphocyte ratio', 'relationship': 'indicators', 'entity2': 'assessing inflammatory process'}, {'entity1': 'systemic immune-inflammation index', 'relationship': 'indicators', 'entity2': 'assessing inflammatory process'}, {'entity1': 'neutrophil-to-lymphocyte platelet ratio', 'relationship': 'indicators', 'entity2': 'assessing inflammatory process'}]"
469.0,"This prospective, observational, and single-center study was conducted at the hepatobiliary surgery of Wenzhou Central Hospital. The research was carried out from June 2022 to September 2023, involving 250 patients who had undergone cholecystectomy  due  to  ACC  or  CCC.","[{'entity1': 'study', 'relationship': 'conducted at', 'entity2': 'hepatobiliary surgery of Wenzhou Central Hospital'}, {'entity1': 'study', 'relationship': 'involving', 'entity2': '250 patients'}, {'entity1': '250 patients', 'relationship': 'undergone', 'entity2': 'cholecystectomy'}, {'entity1': 'cholecystectomy', 'relationship': 'due to', 'entity2': 'ACC or CCC'}]"
470.0,Histopathological  examination  was  performed  on  the  resected  gallbladders.,"[{'entity1': 'Histopathological examination', 'relationship': 'performed on', 'entity2': 'resected gallbladders'}]"
471.0,"Diagnosis of CCC and ACC before surgery primarily relied on a combination of detailed medical history, comprehensive clinical examination, laboratory tests, and imaging investigations.","[{'entity1': 'Diagnosis', 'relationship': 'relied on', 'entity2': 'medical history'}, {'entity1': 'Diagnosis', 'relationship': 'relied on', 'entity2': 'clinical examination'}, {'entity1': 'Diagnosis', 'relationship': 'relied on', 'entity2': 'laboratory tests'}, {'entity1': 'Diagnosis', 'relationship': 'relied on', 'entity2': 'imaging investigations'}]"
472.0,The final confirmation of the diagnosis of both ACC and CCC was based on the pathological examination of  postoperative gallbladder tissue specimens.,"[{'entity1': 'final confirmation', 'relationship': 'based on', 'entity2': 'pathological examination'}, {'entity1': 'pathological examination', 'relationship': 'of', 'entity2': 'postoperative gallbladder tissue specimens'}]"
473.0,The ACC patients underwent  further  classification  by  the  TG18  into  three  severity  grades:4  Moderate  ACC  is  related  to  any  one  of the  following  conditions:,"[{'entity1': 'ACC patients', 'relationship': 'underwent', 'entity2': 'classification'}, {'entity1': 'classification', 'relationship': 'by', 'entity2': 'TG18'}, {'entity1': 'classification', 'relationship': 'into', 'entity2': 'three severity grades'}, {'entity1': 'Moderate ACC', 'relationship': 'related to', 'entity2': 'conditions'}]"
474.0,Patients  with  Moderate-  and  severe-degree inflammations  were  grouped  as  the  high-degree  inflammation  group  and  compared  with  the  mild-degree  inflammation group.,"[{'entity1': 'Patients', 'relationship': 'grouped as', 'entity2': 'high-degree inflammation group'}, {'entity1': 'high-degree inflammation group', 'relationship': 'compared with', 'entity2': 'mild-degree inflammation group'}]"
475.0,"Among the patients with ACC, there were 36 cases of mild-degree inflammation (M-ACC) and 52 cases of moderate- and  severe-degree  inflammation  (MS-ACC).","[{'entity1': 'patients', 'relationship': 'have', 'entity2': 'mild-degree inflammation'}, {'entity1': 'patients', 'relationship': 'have', 'entity2': 'moderate and severe degree inflammation'}]"
476.0,"Severe ACC was present in only three patients, with one case involving hepatic dysfunction, another with respiratory complications, and the third demonstrating cardiological dysfunction.","[{'entity1': 'Severe ACC', 'relationship': 'present', 'entity2': 'patients'}, {'entity1': 'case', 'relationship': 'involving', 'entity2': 'hepatic dysfunction'}, {'entity1': 'case', 'relationship': 'involving', 'entity2': 'respiratory complications'}, {'entity1': 'case', 'relationship': 'demonstrating', 'entity2': 'cardiological dysfunction'}]"
477.0,"The average age of patients with M-ACC was 50.4 years, while for the MS-ACC group, it was 59.5 years.","[{'entity1': 'average age', 'relationship': 'was', 'entity2': '50.4 years'}, {'entity1': 'patients', 'relationship': 'have', 'entity2': 'M-ACC'}, {'entity1': 'average age', 'relationship': 'was', 'entity2': '59.5 years'}, {'entity1': 'patients', 'relationship': 'have', 'entity2': 'MS-ACC'}]"
478.0,Apo AI levels were notably lower in MS-ACC patients compared to those with M-ACC.,"[{'entity1': 'Apo AI levels', 'relationship': 'lower', 'entity2': 'MS-ACC patients'}, {'entity1': 'Apo AI levels', 'relationship': 'compared', 'entity2': 'M-ACC patients'}]"
479.0,"Analysis of blood parameters revealed a significant increase in WBC and neutrophil counts in MS-ACC patients compared to M-ACC patients, whereas the lymphocyte count was significantly lower in the MS-ACC group than in the M-ACC group.","[{'entity1': 'WBC count', 'relationship': 'increase', 'entity2': 'MS-ACC patients'}, {'entity1': 'neutrophil count', 'relationship': 'increase', 'entity2': 'MS-ACC patients'}, {'entity1': 'WBC count', 'relationship': 'compared', 'entity2': 'M-ACC patients'}, {'entity1': 'neutrophil count', 'relationship': 'compared', 'entity2': 'M-ACC patients'}, {'entity1': 'lymphocyte count', 'relationship': 'lower', 'entity2': 'MS-ACC group'}, {'entity1': 'lymphocyte count', 'relationship': 'compared', 'entity2': 'M-ACC group'}]"
480.0,"Furthermore, in MS-ACC patients, the NLR, SII, and NPLR values were significantly higher compared to M-ACC patients","[{'entity1': 'NLR values', 'relationship': 'higher', 'entity2': 'MS-ACC patients'}, {'entity1': 'SII values', 'relationship': 'higher', 'entity2': 'MS-ACC patients'}, {'entity1': 'NPLR values', 'relationship': 'higher', 'entity2': 'MS-ACC patients'}, {'entity1': 'NLR values', 'relationship': 'compared', 'entity2': 'M-ACC patients'}, {'entity1': 'SII values', 'relationship': 'compared', 'entity2': 'M-ACC patients'}, {'entity1': 'NPLR values', 'relationship': 'compared', 'entity2': 'M-ACC patients'}]"
481.0,"In addition, ROC Curve Analysis demonstrated that NLR, SII, and NLPR might be acceptable in the differentiation of M-ACC and MS-ACC patients. The areas under the curve (AUC) for NLR, SII, and NLPR were 0.760, 0.723, and 0.778, respectively.","[{'entity1': 'NLR', 'relationship': 'acceptable', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'SII', 'relationship': 'acceptable', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}, {'entity1': 'NLPR', 'relationship': 'acceptable', 'entity2': 'differentiation of M-ACC and MS-ACC patients'}]"
482.0,"The optimal cut-off values were identified as 6.399, 1261, and 0.044 for NLR, SII, and NLPR. Sensitivities for NLR, SII, and NLPR were found to be 71.15%, 72.22%, and 61.54%, while specificities were 80.56%, 73.08%, and 91.67%.","[{'entity1': 'NLR', 'relationship': 'cut-off value', 'entity2': '6.399'}, {'entity1': 'SII', 'relationship': 'cut-off value', 'entity2': '1261'}, {'entity1': 'NLPR', 'relationship': 'cut-off value', 'entity2': '0.044'}]"
483.0,Univariate  and  multivariable  binary  logistic  analyses  were  conducted  to  evaluate  the  clinical  significance  of Inflammation  Indices  as  biomarkers  in  distinguishing  between  ACC  and  CCC  patients.,"[{'entity1': 'Inflammation Indices', 'relationship': 'biomarkers', 'entity2': 'distinguishing between ACC and CCC patients'}]"
484.0,"It was shown that when the NLR was more than the cutoff value, there was an increased risk of (10.308 times higher) moderate to severe degree inflammation compared to the lower NLR","[{'entity1': 'NLR', 'relationship': 'associated', 'entity2': 'increased risk of moderate to severe degree inflammation'}]"
485.0,"Considering the four inflammatory parameters associated with CC, NLR has been extensively studied and is considered a reliable marker for prognosticating diseases involving inflammatory and infective processes.20,21  Previous literature has shown that NLR is significantly higher in acute cholecystitis compared to healthy controls, ranging from 5.29–12.16 compared to 1.73–2.98.14,22–25","[{'entity1': 'NLR', 'relationship': 'marker', 'entity2': 'diseases involving inflammatory and infective processes'}, {'entity1': 'NLR', 'relationship': 'higher', 'entity2': 'acute cholecystitis'}, {'entity1': 'NLR in acute cholecystitis', 'relationship': 'compared to', 'entity2': 'NLR in healthy controls'}]"
486.0,"Our study supports previous findings that NLR levels were significantly higher in acute cholecystitis compared to chronic cholecystitis.23 We found that an NLR value above 3.89 was significant in the ACC group compared to the CCC group, and above 6.399 was significant in the MS-ACC patients.","[{'entity1': 'NLR levels', 'relationship': 'higher', 'entity2': 'acute cholecystitis'}, {'entity1': 'NLR levels', 'relationship': 'compared to', 'entity2': 'chronic cholecystitis'}, {'entity1': 'NLR value above 3.89', 'relationship': 'significant', 'entity2': 'ACC group'}, {'entity1': 'NLR value above 3.89', 'relationship': 'compared to', 'entity2': 'CCC group'}, {'entity1': 'NLR value above 6.399', 'relationship': 'significant', 'entity2': 'MS-ACC patients'}]"
487.0,The binary logistic regression analysis revealed that an  NLR  exceeding  the  cutoff  value  independently  predicts  ACC  and  its  severity.,"[{'entity1': 'NLR exceeding the cutoff value', 'relationship': 'predicts', 'entity2': 'ACC'}, {'entity1': 'NLR exceeding the cutoff value', 'relationship': 'predicts', 'entity2': 'ACC severity'}]"
488.0,"Consistent with our findings, a study by Sang Kuon Lee et al observed a significant association between NLR and gangrenous cholecystitis (GC), where each standard deviation increase in NLR corresponded to a 48% heightened probability of GC.24","[{'entity1': 'NLR', 'relationship': 'association', 'entity2': 'gangrenous cholecystitis'}, {'entity1': 'standard deviation increase in NLR', 'relationship': 'corresponded to', 'entity2': 'heightened probability of GC'}]"
489.0,"PLR, another inflammatory marker based on complete blood count values, has shown potential as a prognostic marker in inflammatory diseases and malignancies.","[{'entity1': 'PLR', 'relationship': 'marker', 'entity2': 'inflammatory diseases'}, {'entity1': 'PLR', 'relationship': 'marker', 'entity2': 'malignancies'}]"
490.0,"In our research, we observed that a PLR of 144.7 effectively distinguished between  ACC  and  CCC,  with  a  sensitivity  of  68.18%,  specificity  of  61.9%,  and  ROC  AUC  of  66.20%.","[{'entity1': 'PLR of 144.7', 'relationship': 'distinguished', 'entity2': 'ACC'}, {'entity1': 'PLR of 144.7', 'relationship': 'distinguished', 'entity2': 'CCC'}]"
491.0,"Insulin resistance (IR) is known to be characteristic of type 2 diabetes mellitus, and is regarded as an important mechanism in disease pathogenesis.","[{'entity1': 'Insulin resistance', 'relationship': 'characteristic', 'entity2': 'Type 2 diabetes mellitus'}, {'entity1': 'Insulin resistance', 'relationship': 'mechanism', 'entity2': 'disease pathogenesis'}]"
492.0,One of the key pathogenetic mechanisms of IR progression is impaired free fatty acid (FFA) metabolism.,"[{'entity1': 'pathogenesis', 'relationship': 'progression', 'entity2': 'impaired free fatty acid metabolism'}]"
493.0,"Plasminogen-activator inhibitor 1 (PAI-1) and key inflammation markers, ie, interleukin 6 (IL-6) and C-reactive protein (CRP), also play a role.","[{'entity1': 'Plasminogen-activator inhibitor 1', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'Interleukin 6', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'C-reactive protein', 'relationship': 'role', 'entity2': 'Insulin resistance'}]"
